Stunde C_in_mg/L C/c0
4	20.0	0.00
8	20.0	0.00
12	20.0	0.00
16	20.0	0.00
21	20.0	0.00
24	20.0	0.00
28	20.0	0.00
32	22.0	0.04
36	25.1	0.09
41	34.7	0.26
44	43.2	0.41
48	54.7	0.61
52	63.4	0.76
56	69.2	0.86
59	72.1	0.91
63	74.4	0.95
67	75.6	0.98
71	76.5	0.99
74	76.8	1.00
78	77.0	1.00
82	77.2	1.00
86	77.0	1.00
89	77.2	1.00
93	77.1	1.00
97	76.9	1.00
101	77.7	1.01
104	77.1	1.00
108	77.1	1.00
112	77.4	1.01
116	77.3	1.00
